"hospital","total_bill_amount"
"Dawson, Wolf Hanson and","24112.34"
"and Sons Stevens","24112.30"
"Love Ltd","24112.01"
"Jimenez, Adams and Moore","24108.73"
"Cook and Tapia Hughes,","24108.40"
"Nunez, Hicks and Gibbs","24105.36"
"Dunlap Young and Wilson,","24104.27"
"Hernandez Bowen, Castillo and","24103.86"
"Martinez-Garcia","24102.68"
"Cruz, Valenzuela and Howell","24102.57"
"Maxwell-Edwards","24101.24"
"Allen Davis Todd, and","24101.20"
"Roy-Johnson","24099.62"
"Brown-Scott","24098.67"
"Wood and Duran Holt,","24098.53"
"Gonzalez-Tucker","24098.16"
"Church-Davis","24094.71"
"Shannon-Davis","24094.70"
"and Sons Hawkins","24093.23"
"Hernandez-Ochoa","24092.98"
"Miller, Lang and Reed","24090.70"
"and Edwards Hernandez, James","24090.50"
"Haas-Mata","24089.24"
"Obrien-Weeks","24088.38"
"Nolan and Herrera Leonard,","24087.70"
"Harris-Cooke","24086.79"
"and Donaldson Weber Taylor,","24085.44"
"Cook-Park","24084.97"
"White, Wilson Pruitt and","24083.33"
"and Cantrell Miller, Taylor","24083.24"
"Mcguire Lyons, and Davis","24082.74"
"Robinson-Peterson","24079.83"
"Gamble-Blanchard","24079.59"
"Roberts-Stephenson","24078.62"
"Simpson Joyce Knox, and","24078.32"
"Ltd Proctor","24076.73"
"Roach and James Murray,","24076.27"
"and Rivas, Trujillo Watts","24075.30"
"Hardy-Burch","24073.70"
"Lewis, Maxwell Hubbard and","24071.49"
"Bates, and Jones Gutierrez","24071.14"
"Fuentes, and Harris Woods","24069.94"
"and Hill Taylor Lee,","24066.69"
"PLC Mckay","24064.97"
"Jordan, Hogan and Roberts","24064.51"
"Cuevas, and Kemp Clark","24063.69"
"Phillips Carter and Carter,","24061.70"
"Davis-Ramos","24061.19"
"Gomez, Rogers Wells and","24060.85"
"Price-Griffin","24060.33"
"Norris Inc","24059.37"
"Moore, and Fuller Bailey","24058.28"
"and Fox Hill Mckinney,","24057.52"
"Ramirez and Nelson, Collins","24057.47"
"Hayes, and Black Kelley","24057.06"
"Acosta Willis, Martin and","24056.83"
"Garcia Higgins and Young,","24056.18"
"Ltd Woodard","24055.39"
"Stewart-Nelson","24053.73"
"Taylor-Dean","24053.13"
"Huff-Snyder","24052.54"
"Aguilar-Howard","24049.26"
"Shepherd-Dennis","24048.18"
"Bailey-Herrera","24045.95"
"and Johnson Anderson Miles,","24045.77"
"Dunn-Knox","24045.75"
"Warner Larson Lopez, and","24043.91"
"Kelly Reese and Choi,","24039.98"
"Weeks-Coleman","24039.73"
"and Graves, Roth Jackson","24037.87"
"Krause and Daniels, Newman","24036.04"
"Powell Franklin Murray, and","24034.89"
"and Jenkins Lowery Moore,","24032.64"
"Estrada PLC","24031.40"
"Nelson-Reid","24031.33"
"Warren-Jacobson","24030.90"
"Holt and Ward, Perez","24030.89"
"Bailey and Jacobson Spence,","24030.68"
"Harris-Olson","24030.43"
"Hamilton, Burgess Fowler and","24029.23"
"Campbell Murray and Anderson,","24028.51"
"Harris, Frazier and Franklin","24028.39"
"Gallegos, and Benson Sloan","24025.90"
"Nguyen-Lee","24025.85"
"Richardson Knight, Stewart and","24024.03"
"Cunningham-King","24023.96"
"and Rodriguez Miller, Espinoza","24023.96"
"Cox-Schwartz","24023.89"
"Macdonald-Wallace","24019.88"
"Mccarty Group","24016.37"
"Christian Garcia and Hahn,","24015.22"
"Dominguez Group","24014.65"
"Daniel Lopez, Bates and","24014.28"
"Hinton White and Davis,","24013.83"
"Johnson-Wright","24013.08"
"and Hughes, Rice Brown","24012.54"
"Huff Smith, Good and","24012.25"
"Bowman, Lewis Brown and","24011.11"
"and Sanders Price, Anderson","24010.13"
"and Park Burke, Weber","24010.11"
"Bell Inc","24009.51"
"Pena-Hutchinson","24008.73"
"Hurley and Mccoy David,","24008.67"
"and Hendricks, Davis Cole","24005.04"
"Bush Miller, and Marquez","24004.44"
"Barnett-Simmons","24003.53"
"and Swanson Mejia Lawson,","24002.96"
"Gray Contreras, and Henderson","23998.83"
"Simon-Henry","23998.00"
"Thompson-Thomas","23995.15"
"Espinoza and Gonzales Ward,","23992.37"
"and Kaufman Christian Harris,","23991.93"
"Coleman-Lawson","23991.62"
"Rivera and Schultz Gross,","23991.12"
"Finley and Sons","23985.15"
"Lester Inc","23984.89"
"Johnson, Parker Fitzpatrick and","23983.62"
"Inc Stephens","23983.58"
"Sharp Inc","23981.98"
"Davila Gallagher and Anderson,","23981.51"
"and Cook Riley, Thomas","23976.07"
"Jimenez Humphrey and Evans,","23975.58"
"Simmons-Edwards","23975.33"
"Tanner-Mendoza","23973.74"
"Bryant Hanson, Padilla and","23973.36"
"Stevens Howe Powell, and","23971.67"
"Brown-Nelson","23971.12"
"Pearson-Adams","23969.47"
"Abbott-Wilson","23968.51"
"Lewis and Nelson Farmer,","23964.71"
"and Davis Davis Caldwell,","23963.72"
"and Cruz Robinson Jones,","23962.83"
"Coleman, and Ramirez Wolf","23959.57"
"and Gutierrez, Hall Diaz","23956.83"
"Macdonald-Jackson","23956.59"
"Mitchell Espinoza, and Campos","23956.43"
"Hunter-Harrison","23955.35"
"Benson Lynch, and Carlson","23952.91"
"and Glass Pacheco Horn,","23951.63"
"Roberts-Martin","23948.01"
"Ballard and Pearson, Nelson","23946.11"
"Boyle-Thomas","23945.37"
"Johnson-Payne","23944.69"
"and Sanchez Phillips, Brown","23941.76"
"Lee and Martin Hubbard,","23939.39"
"PLC Morrow","23938.92"
"Sharp-Ayers","23938.87"
"and Sons Hicks","23934.01"
"Inc Potter","23931.87"
"Russell-Terry","23930.75"
"Nelson Foley, Smith and","23930.29"
"West-Watts","23929.65"
"Parker-Ramos","23927.85"
"Eaton-Wood","23926.83"
"Gomez-Chapman","23926.16"
"Aguirre Bell, and Ramsey","23923.29"
"Miller Ramirez, and Howard","23922.92"
"Roberson LLC","23922.60"
"Proctor-Perez","23922.53"
"Rowe Reyes, Rodriguez and","23920.95"
"Barnett, Lopez Johnson and","23919.45"
"Deleon-Hall","23919.27"
"Wright-Hess","23918.12"
"and Hunter Sons","23916.71"
"Ltd Shannon","23916.26"
"Keith LLC","23914.73"
"Jenkins-Foley","23914.68"
"Johnson, and Myers Smith","23913.80"
"Nunez-Gibbs","23913.66"
"Boone-Elliott","23911.24"
"Welch-Lee","23910.90"
"and Walters Craig Collins,","23907.48"
"Ltd Mathews","23906.97"
"and Flores Swanson, Wagner","23905.28"
"Blair-Tucker","23902.90"
"PLC Espinoza","23902.54"
"Duke Mayo and Torres,","23901.05"
"Hayden and Miller, Schneider","23900.30"
"Hayes and Garcia Cruz,","23896.34"
"Stewart-Joyce","23895.29"
"Newton-Moore","23894.29"
"Trujillo, Friedman and Wyatt","23892.71"
"Robinson Morris, Pugh and","23891.90"
"Payne, George Kelly and","23890.74"
"Fuller Perez Scott, and","23890.56"
"Gilbert-King","23890.48"
"Lee-Norton","23890.02"
"Hood, Powers and Stephenson","23889.89"
"Rodriguez, Chan and Lee","23888.47"
"Robbins-Davis","23888.05"
"Ramirez-Harris","23887.07"
"Sanchez-Lewis","23882.14"
"Cervantes Evans and Mccarthy,","23881.56"
"Stevenson Ltd","23881.56"
"and Lam Valentine, Stewart","23880.58"
"Wilson-Joseph","23880.35"
"Hendrix Group","23878.31"
"Garza-Hayes","23876.81"
"Campbell-Gonzalez","23876.02"
"Flynn-Perez","23875.38"
"Chavez Ramos, Young and","23873.59"
"and Cortez Hayes Wallace,","23873.38"
"Rowland Sons and","23873.30"
"Lopez and Ortiz, Byrd","23870.01"
"and Brown Johnson, Jimenez","23868.39"
"and Robinson Roth Evans,","23867.39"
"Davidson-Woodward","23867.24"
"Day Ellison, and Wang","23865.34"
"LLC Weiss","23864.56"
"Middleton, Watts Robinson and","23864.38"
"Eaton Murray, and Sanchez","23863.16"
"Fox-Rocha","23861.17"
"Camacho and Brennan, Watson","23858.92"
"Lee Dominguez Osborne, and","23858.86"
"King, Williams and Terry","23857.50"
"and Washington Sons","23856.15"
"Silva Gilmore, and Terrell","23855.35"
"Brooks-Fowler","23854.23"
"Gardner-Shelton","23853.54"
"Carr-Green","23852.33"
"and Meyer Mcintyre, Gardner","23850.96"
"Copeland and Williamson Johnson,","23848.27"
"Lopez-Taylor","23846.05"
"Bailey and Wilson, Scott","23845.79"
"Patterson, Walker Turner and","23843.80"
"and Harmon Bruce Hernandez,","23842.13"
"Brown-Romero","23840.81"
"Smith Harvey Wells, and","23840.31"
"Avila-Lindsey","23839.33"
"and Kennedy Baker, Mann","23833.18"
"and Sons Cortez","23832.54"
"and Nguyen, Garner Johnson","23831.42"
"Graham, Taylor and Nelson","23827.31"
"Evans, and Smith Tran","23826.55"
"Gibson-Graham","23826.33"
"Garcia Miller Hampton, and","23826.00"
"Robertson-Dudley","23818.60"
"and Gomez, Bridges Thornton","23818.32"
"Phillips and Jones, Davis","23815.94"
"PLC Summers","23814.02"
"Harrison-Robles","23812.42"
"and Hughes Cowan, Bell","23807.56"
"Bishop-Lee","23806.60"
"PLC Weiss","23806.31"
"Bright-Gibson","23805.95"
"Serrano-Casey","23803.97"
"Crosby and Williams, Salazar","23803.94"
"and White, Porter Barrett","23803.02"
"Singh-Winters","23801.68"
"Hess-Gallagher","23798.12"
"Campos-Martinez","23797.90"
"Griffin-Gordon","23797.74"
"Harding-Harrington","23797.51"
"Thomas, Lewis and Flores","23795.83"
"Rodriguez-Jones","23795.09"
"Nielsen and Taylor, Price","23794.63"
"and Orr Moss Alvarez,","23792.96"
"Smith-Stevens","23792.39"
"Bradford-Andrews","23792.25"
"Brady-Smith","23792.03"
"Brown, and Allen Swanson","23791.12"
"Ayala-Meyer","23787.61"
"Moore-Foley","23786.64"
"Smith Allen, Garcia and","23785.05"
"Medina-Travis","23784.63"
"Lee-Lewis","23783.91"
"and Bates Smith Wade,","23782.65"
"Sons Conrad and","23782.60"
"Lewis-Norris","23781.92"
"Reeves, Franklin Hall and","23780.83"
"Buck-Armstrong","23779.05"
"Smith, Phillips and Gentry","23778.27"
"Lee-Nielsen","23777.14"
"and Golden Peters, Stone","23775.82"
"Conner-Flores","23775.45"
"Barnes Green, Gonzalez and","23775.04"
"Roberts, Savage Lawrence and","23774.78"
"Guerra-White","23774.75"
"Carrillo Macdonald, Ellis and","23773.84"
"Newman-Murray","23772.93"
"Harper-Trevino","23772.20"
"Gray and Harris, Oneal","23771.69"
"Mccall-Bryant","23766.89"
"Sons Mitchell and","23762.87"
"Hammond Ltd","23762.20"
"Jordan-Cervantes","23761.45"
"Black-Romero","23761.33"
"Hartman, Wilson and Villegas","23760.91"
"Williams Clark Andrade, and","23760.06"
"Rowland PLC","23758.68"
"Mora-Rose","23758.34"
"Hayes and Hanna Hudson,","23757.74"
"Petersen-Holt","23754.29"
"Foster-Thompson","23751.28"
"PLC Thornton","23751.20"
"Lutz-Navarro","23749.88"
"PLC Gallegos","23747.58"
"Hernandez and Wilson, Nguyen","23746.56"
"Ramirez Clay and Jones,","23745.88"
"Collins-Jones","23744.26"
"Perez-Buchanan","23744.00"
"Rodriguez-Morgan","23743.10"
"Turner, and Watkins Price","23741.05"
"Goodwin-Peters","23739.42"
"Hudson-Perry","23738.41"
"Fritz Matthews, and Henderson","23735.86"
"Tate Pierce and Jackson,","23734.85"
"Galvan-Ballard","23733.45"
"Owen and Walker, Griffin","23731.72"
"Rivera-Gordon","23727.16"
"Matthews Poole, Herring and","23726.89"
"Mckenzie LLC","23726.75"
"Wilson-Harmon","23726.10"
"Young-Mcneil","23724.58"
"Baxter Khan, and Jarvis","23723.85"
"Lee-Dawson","23723.60"
"Holmes and Hall Mcintyre,","23723.49"
"Avery Ltd","23720.39"
"Wu-Stark","23720.02"
"Group Moses","23719.59"
"Patterson-Morris","23717.94"
"Mccullough-Reid","23717.77"
"Dudley-Mclaughlin","23717.29"
"Diaz-Richards","23713.92"
"Rowe Greene and Smith,","23712.64"
"Hernandez and Cruz Murphy,","23712.54"
"Welch Inc","23711.97"
"Boyd, Paul Sanders and","23711.34"
"Foster-Nunez","23708.45"
"Inc Gibbs","23707.66"
"and Reid Keith, Blackwell","23703.52"
"Hernandez Hernandez and Medina,","23702.77"
"Malone-Lee","23701.14"
"and Allen Anderson, Rivera","23698.71"
"Sanchez-Cole","23697.44"
"Roth-Jones","23696.61"
"Brown and Hood Taylor,","23693.98"
"Schwartz-Mccarty","23693.44"
"Sullivan and Miller, Ray","23690.03"
"and Burton Davenport Shepherd,","23688.84"
"Group Cherry","23688.72"
"Morgan-Lee","23688.57"
"Bradley Williams, and Owens","23688.35"
"Graham-Fisher","23687.99"
"and Smith, Grant Zhang","23686.73"
"Thompson-Walker","23684.75"
"Sons Horn and","23684.53"
"Woods-Johnson","23684.46"
"Williams-Hardin","23682.83"
"Jackson-Hamilton","23682.40"
"Duran-Johnson","23680.27"
"and Sons Gillespie","23680.16"
"Ellis, Todd and Simpson","23680.09"
"Long-Carter","23679.77"
"Rogers-Oconnell","23678.74"
"Duncan-Brown","23677.54"
"Montes Mata and Young,","23676.15"
"Pollard, Marks Martinez and","23674.24"
"Padilla Lewis, Anderson and","23673.93"
"Tucker-Mckee","23673.91"
"Travis, and Richardson Hampton","23673.72"
"and Castillo, Hale Hart","23670.35"
"Washington-Lambert","23667.77"
"Keith Berger Andrews, and","23667.65"
"Jenkins-Charles","23665.14"
"and Estes, Newman Torres","23664.80"
"Fields, Phelps Simmons and","23664.69"
"Sutton, Barron and Bell","23664.52"
"Krause-Goodman","23663.76"
"Thomas Wood, and Roberts","23662.86"
"Prince, Johnson Brown and","23662.13"
"Scott and Reyes Garcia,","23657.63"
"and Cabrera Williams, Delacruz","23656.05"
"Medina-Soto","23654.39"
"Garza-Yang","23654.10"
"and Blanchard Miller, Young","23653.12"
"Velez Walter, Hoffman and","23652.08"
"Miranda-White","23651.81"
"Aguilar-Vega","23651.30"
"Rivera-Calhoun","23651.27"
"Hull, Andrews Gonzalez and","23649.21"
"LLC Guerra","23648.16"
"Dickerson-Cameron","23645.97"
"Gregory, Mcgee and Sparks","23645.54"
"Castillo-Mays","23643.83"
"Wallace and Rosario, Moore","23643.83"
"Jones-Galloway","23641.00"
"Greene Sons and","23640.16"
"Contreras-Adams","23639.71"
"Baker, and Brown Carroll","23638.59"
"Scott and Rowland, Ramirez","23637.47"
"Flores-Hamilton","23636.72"
"Harrington PLC","23635.14"
"Keller-Pope","23629.63"
"White-Martinez","23623.58"
"Knight Hickman Jenkins, and","23620.45"
"Key-Nguyen","23614.67"
"Stewart Blackburn, and Butler","23614.46"
"Caldwell-Sanchez","23613.74"
"Morales Sons and","23612.77"
"Khan-Fisher","23611.25"
"Brown-Bailey","23609.80"
"Dean-Mccoy","23609.30"
"Johnson and Gonzalez Patterson,","23609.00"
"Whitney-Duarte","23607.40"
"Group Hendricks","23607.37"
"Welch Ltd","23605.63"
"Cox-Smith","23602.77"
"Wise Group","23602.11"
"Acevedo LLC","23600.50"
"Gonzales, Bailey and Robinson","23597.82"
"Daniels Johnson and Jones,","23595.98"
"Morse, Fuentes and Freeman","23594.37"
"Bright-Long","23594.00"
"Harrison and Torres Howe,","23593.60"
"and Sons Parrish","23588.37"
"Sanders, and Grant Carroll","23588.05"
"Miller Hanson, and Burns","23583.73"
"Gallagher-Cline","23583.39"
"Reed Lucero, and Perez","23582.15"
"Anderson-West","23581.76"
"Vasquez, and Mcmillan Bautista","23580.58"
"Wilson-Griffin","23577.99"
"Giles-Gonzalez","23576.05"
"Casey, Gentry and Williams","23573.61"
"Sons Burns and","23569.93"
"Allen-Parrish","23569.42"
"Ruiz Perez, Mathis and","23567.57"
"Harvey-Mullen","23565.74"
"Reed-Pratt","23563.14"
"and Bell Jones, Montes","23560.63"
"Braun LLC","23560.32"
"Wilkins, Wade Morse and","23558.79"
"Monroe Long, Collins and","23558.28"
"Padilla, Smith Smith and","23558.21"
"Snow and Stafford Warren,","23556.56"
"Casey, Thomas and Carter","23554.63"
"Deleon-Roberts","23553.91"
"Anderson-Hardy","23552.52"
"Estrada-Griffin","23550.76"
"and Martinez Gibson, Sanders","23550.68"
"Baker Hoffman Carpenter, and","23549.01"
"and Snyder, Whitaker Preston","23546.64"
"Landry, Duarte and Owens","23546.56"
"Willis-Todd","23545.92"
"Haynes Lopez and Simon,","23545.38"
"and Mitchell, Ryan Ramirez","23544.87"
"Gonzalez Cooper, Burch and","23542.78"
"PLC Castaneda","23542.74"
"Lloyd-Shaffer","23539.98"
"Vargas-Moore","23537.56"
"Flores-Perkins","23533.82"
"Fitzgerald, Cummings Reed and","23529.17"
"Parker-Dominguez","23527.33"
"Mitchell, Adams and Graham","23524.32"
"Snow-Day","23523.60"
"Moore-Lopez","23521.73"
"Scott Dean, West and","23520.32"
"Dorsey Patton Powers, and","23518.99"
"Rojas-Thompson","23518.84"
"Thompson and Price Park,","23518.22"
"Robbins Hoffman Lee, and","23518.04"
"Barnes-King","23517.63"
"and Nguyen Monroe Lang,","23514.57"
"Mcdonald-Olson","23514.06"
"West Shields and Baker,","23513.98"
"Edwards-Hampton","23512.58"
"Allen-Lynch","23511.67"
"Glenn-Mckenzie","23510.89"
"Anderson-Melendez","23508.97"
"Johnson Jones and Kennedy,","23508.27"
"Gutierrez Watts, Fletcher and","23506.26"
"Peters-Freeman","23505.96"
"Hansen, and Smith Foster","23503.52"
"and Perry Leach, Alexander","23502.46"
"Roberts and Brooks Madden,","23502.02"
"Mcclure-Reynolds","23501.97"
"Cline-Carpenter","23499.94"
"Cook and Meza Livingston,","23493.33"
"and Bryant Sanders Fields,","23489.79"
"Pitts LLC","23487.45"
"Reyes-Gutierrez","23483.59"
"Boone-Duffy","23483.50"
"Lynn Ltd","23477.71"
"Gibbs-Brown","23476.97"
"Barton and Tanner, White","23474.62"
"Chung-Floyd","23472.25"
"and Sons Colon","23470.48"
"Cruz-Jackson","23466.95"
"Tanner, Brown and Welch","23465.42"
"Thomas-Diaz","23462.64"
"Owens, Kidd and Cox","23461.66"
"and Morales Mcdowell, Mccarthy","23459.48"
"Odom PLC","23454.93"
"and Simmons Benson Moore,","23454.36"
"and Schroeder Hill Johnson,","23453.02"
"Farmer, and Jackson Price","23452.73"
"Miller-Rivas","23452.51"
"Thompson White, and Miller","23450.78"
"and Cox Martin Clark,","23449.81"
"Davis, Ford and Peterson","23449.05"
"Shea-Davis","23447.34"
"and Parker Manning, Webb","23443.75"
"Holden-Hines","23442.27"
"and Adkins Woods, Lowery","23441.08"
"Foley, and Cruz Hernandez","23439.02"
"Mcdaniel-Leach","23438.59"
"Ramsey-Black","23438.11"
"Johnson Anderson and Martin,","23437.87"
"PLC Hahn","23433.63"
"Pope Valdez, and Boyle","23425.20"
"Ramirez-Gilbert","23425.20"
"Beck-Turner","23421.61"
"Olson Knight and Phillips,","23421.48"
"Taylor-Villegas","23421.01"
"Simpson-Travis","23420.53"
"Harper and Bennett Ryan,","23419.59"
"Armstrong-Williams","23419.13"
"Inc Frank","23418.12"
"Craig Garrett Terrell, and","23417.84"
"Bautista, and Lam Velazquez","23412.35"
"Heath-Callahan","23411.30"
"Long and Stewart, Holmes","23410.68"
"George and Sons","23408.84"
"Ramirez-Mckenzie","23405.68"
"LLC Flowers","23405.39"
"Price-Garcia","23404.16"
"Berry-Wallace","23402.98"
"Gonzales Sons and","23401.76"
"Baird-West","23401.03"
"Montgomery Rangel, Simpson and","23398.86"
"Finley-Peterson","23397.94"
"and Robbins Williams, Ramirez","23397.63"
"Carlson Ramirez and Atkinson,","23397.46"
"Schaefer, and Butler Barker","23396.56"
"Hansen Taylor, Bowen and","23395.05"
"and Castro Shannon, Estrada","23394.53"
"and Sons Peterson","23392.52"
"Smith-Mendez","23392.16"
"Robinson-Carrillo","23388.71"
"Fuentes-White","23386.66"
"Ltd Norman","23386.22"
"Chase-Escobar","23383.14"
"Wallace-Wallace","23382.80"
"Miranda-Smith","23379.92"
"Oneill-Wilson","23379.49"
"Williams-Mcclain","23379.28"
"Carr and Wright Burns,","23374.49"
"and Brown Fisher Blair,","23372.60"
"Maynard-Rhodes","23367.99"
"and Lynch, Griffin Sanchez","23366.65"
"Stewart Oneill, Melton and","23365.36"
"Stafford-Johnson","23365.10"
"Davis-Gomez","23364.00"
"Thompson Garrett Martin, and","23361.74"
"Valenzuela-Maldonado","23357.57"
"Spencer-Diaz","23357.18"
"Daniel-Lane","23356.31"
"Collins-Moreno","23355.95"
"Fuller-Sharp","23353.17"
"Anderson and Gibson Snyder,","23351.71"
"York Sheppard, and Bruce","23351.42"
"and Gillespie Proctor Gay,","23349.31"
"Romero-Harris","23349.12"
"Bryant Gonzales, and Jones","23348.81"
"Jennings Murray and Davies,","23348.64"
"Wise Frazier, Taylor and","23346.31"
"and Hensley Alexander, Alvarez","23345.53"
"Gordon-Hunt","23344.18"
"Bruce Bradford, Liu and","23343.30"
"Blackwell-Gamble","23340.30"
"Pierce-Pham","23338.26"
"and Small, Crane Hill","23337.39"
"and Arias, Hogan May","23336.26"
"Silva Greer, Mitchell and","23335.05"
"Wilson, Leonard Yang and","23333.65"
"Bennett-Roberts","23333.54"
"Farmer Khan, Bennett and","23333.34"
"Ltd Benton","23332.17"
"Warren-Andersen","23328.89"
"Turner, Carpenter and Graham","23326.36"
